BestSquatKg,BestBenchKg,BodyweightKg,Sex,Equipment,BestDeadliftKg
150.0,100.0,65.4,F,Single-ply,180.0
151.95,74.84,80.1,M,Single-ply,131.54
237.5,147.5,83.0,M,Raw,247.5
152.5,87.5,101.4,M,Raw,187.5
142.88,79.38,81.19,F,Wraps,174.63
145.0,90.0,73.6,M,Raw,195.0
136.08,102.06,93.8,M,Single-ply,163.29
140.61,79.38,58.06,M,Single-ply,154.22
95.0,70.0,62.47,F,Raw,130.0
120.0,80.0,60.0,F,Single-ply,115.0
162.5,112.5,92.1,M,Raw,230.0
249.48,170.1,89.36,M,Wraps,260.82
225.0,175.0,92.6,M,Raw,262.5
157.5,115.0,89.7,M,Raw,185.0
242.5,132.5,88.65,M,Wraps,240.0
222.26,120.2,80.83,M,Single-ply,183.7
75.0,42.5,64.9,F,Raw,92.5
133.81,92.99,74.84,M,Wraps,165.56
200.0,125.0,81.4,M,Raw,212.5
106.6,47.6,90.0,M,Raw,108.9
165.56,90.72,78.15,M,Single-ply,165.56
170.0,145.0,107.68,M,Raw,200.0
149.69,122.47,82.1,M,Single-ply,195.04
127.01,58.97,55.7,F,Raw,136.08
403.7,199.58,100.0,M,Multi-ply,276.69
215.0,125.0,89.8,M,Raw,260.0
260.0,157.5,89.4,M,Raw,327.5
317.51,192.78,153.95,M,Raw,328.85
111.13,56.7,73.57,F,Wraps,127.01
340.0,222.5,119.6,M,Raw,337.5
200.0,120.0,94.7,M,Single-ply,180.0
99.79,182.34,125.0,M,Single-ply,99.79
65.0,37.5,60.3,M,Single-ply,95.0
160.0,110.0,84.6,F,Raw,167.5
150.0,110.0,121.2,F,Raw,165.0
152.5,107.5,59.17,M,Raw,190.0
192.78,156.49,104.05,M,Wraps,195.04
110.0,52.5,75.9,F,Raw,150.0
117.93,68.04,69.76,M,Single-ply,129.27
256.0,150.0,100.4,M,Raw,300.0
190.0,130.0,73.0,M,Raw,240.0
79.38,52.16,72.03,F,Raw,111.13
220.0,120.0,74.1,M,Wraps,247.5
115.0,80.0,111.5,F,Raw,150.0
136.08,88.45,64.5,M,Single-ply,151.95
155.0,95.0,80.9,M,Raw,200.0
60.0,40.0,47.9,F,Raw,110.0
275.0,205.0,121.3,M,Raw,295.0
167.5,102.5,75.0,M,Raw,195.0
183.7,129.27,87.59,M,Wraps,217.72
112.5,70.0,74.1,F,Raw,182.5
107.5,55.0,71.46,F,Raw,137.5
260.0,207.5,161.2,M,Raw,232.5
231.33,127.01,79.47,M,Single-ply,219.99
190.0,97.5,72.4,M,Raw,212.5
174.63,106.59,90.08,M,Single-ply,174.63
155.0,102.5,81.2,M,Raw,197.5
132.5,112.5,77.4,M,Raw,170.0
240.0,195.0,119.66,M,Single-ply,295.0
302.5,175.0,122.11,M,Wraps,295.0
167.5,115.0,80.5,M,Raw,232.5
192.78,124.74,90.45,M,Single-ply,199.58
290.0,175.0,121.3,M,Wraps,272.5
208.65,138.35,170.78,M,Single-ply,201.85
15.0,14.0,26.2,F,Raw,25.0
127.5,62.5,62.4,F,Raw,155.0
172.37,104.33,90.17,M,Single-ply,204.12
172.37,104.33,80.2,M,Single-ply,181.44
97.52,52.16,50.44,M,Single-ply,90.72
147.5,62.5,59.3,F,Single-ply,160.0
90.0,52.5,87.8,F,Raw,127.5
105.0,60.0,78.65,F,Raw,130.0
170.1,106.59,98.34,M,Single-ply,158.76
350.0,250.0,115.8,M,Single-ply,343.0
111.13,79.38,55.29,M,Single-ply,129.27
232.5,145.0,72.9,M,Single-ply,262.5
150.0,100.0,58.8,M,Raw,172.5
229.06,147.42,93.71,M,Single-ply,226.8
165.56,83.91,74.48,M,Wraps,210.92
150.0,110.0,74.1,M,Single-ply,150.0
102.5,40.0,70.6,F,Raw,107.5
149.69,77.11,88.54,M,Single-ply,149.69
187.5,122.5,139.5,M,Wraps,220.0
120.0,82.5,65.5,M,Raw,142.5
72.5,37.5,48.0,F,Single-ply,85.0
86.18,56.7,67.5,F,Raw,106.59
181.44,127.01,89.13,M,Wraps,213.19
142.88,79.38,99.79,M,Single-ply,165.56
190.51,113.4,95.25,M,Single-ply,204.12
122.47,63.5,65.36,M,Single-ply,136.08
135.0,77.5,70.9,F,Raw,152.5
102.5,70.0,50.1,F,Single-ply,117.5
272.5,170.0,89.2,M,Raw,297.5
247.5,150.0,103.2,M,Raw,227.5
86.18,63.5,55.79,M,Single-ply,102.06
165.56,108.86,88.54,M,Single-ply,204.12
170.0,125.0,134.2,M,Raw,170.0
255.0,160.0,106.3,M,Raw,280.0
167.5,120.0,82.5,M,Raw,232.5
204.12,117.93,71.21,M,Single-ply,183.7
136.08,86.18,51.62,M,Single-ply,158.76
185.0,115.0,73.5,M,Raw,217.5
244.94,113.4,114.31,M,Single-ply,185.97
170.1,104.33,74.39,M,Single-ply,215.46
147.5,77.5,80.0,F,Raw,160.0
67.5,55.0,50.4,F,Raw,110.0
132.5,67.5,60.8,F,Single-ply,135.0
232.5,172.5,105.0,M,Raw,275.0
82.5,55.0,64.2,F,Raw,110.0
220.0,150.0,82.9,M,Raw,227.5
125.0,80.0,63.5,F,Raw,150.0
110.0,70.0,97.45,M,Raw,215.0
260.82,142.88,80.56,F,Multi-ply,215.46
312.98,204.12,122.47,M,Wraps,288.03
150.0,100.0,80.7,M,Single-ply,290.0
185.0,125.0,86.5,M,Raw,250.0
167.5,90.0,84.0,M,Raw,217.5
230.0,210.0,119.7,M,Single-ply,210.0
142.5,72.5,67.84,F,Raw,157.5
204.12,102.06,133.17,M,Single-ply,183.7
249.48,156.49,96.34,M,Single-ply,238.14
172.37,113.4,81.47,M,Wraps,231.33
190.0,130.0,97.75,M,Wraps,245.0
137.5,95.0,139.62,M,Raw,165.0
229.06,115.67,74.66,M,Single-ply,240.4
275.0,127.5,100.2,M,Single-ply,297.5
129.27,83.91,70.22,M,Single-ply,158.76
149.69,70.31,92.17,M,Single-ply,183.7
347.5,187.5,134.8,M,Single-ply,255.0
177.5,125.0,82.5,M,Single-ply,215.0
40.0,42.5,69.4,F,Raw,57.5
147.5,70.0,83.3,F,Raw,165.0
177.5,102.5,100.2,M,Raw,197.5
255.0,182.5,104.4,M,Raw,307.5
212.5,165.0,88.6,M,Wraps,280.0
242.5,137.5,93.0,M,Raw,245.0
90.0,55.0,75.0,F,Raw,117.5
175.0,135.0,119.5,M,Raw,200.0
195.0,125.0,92.7,M,Raw,197.5
205.0,135.0,85.5,M,Raw,225.0
238.14,142.88,99.79,M,Wraps,254.01
125.0,100.0,110.0,M,Wraps,160.0
163.29,79.38,87.54,M,Single-ply,167.83
85.0,47.5,59.3,F,Raw,137.5
162.5,122.5,88.27,M,Wraps,202.5
150.0,82.5,58.72,M,Raw,180.0
181.44,97.52,51.44,M,Single-ply,161.03
150.0,110.0,93.6,M,Single-ply,210.0
280.0,145.0,107.7,M,Wraps,310.0
117.5,60.0,67.5,F,Raw,132.5
237.5,150.0,112.57,M,Raw,227.5
180.0,90.0,74.48,M,Wraps,182.5
162.5,89.0,55.9,F,Single-ply,210.5
130.0,92.5,95.2,M,Raw,115.0
212.5,145.0,81.35,M,Raw,255.0
127.5,82.5,61.3,M,Raw,170.0
142.5,125.0,78.2,M,Raw,215.0
280.0,170.0,90.98,M,Raw,300.0
130.0,75.0,95.2,M,Single-ply,155.0
40.82,27.22,51.44,F,Raw,88.45
199.58,131.54,74.84,M,Multi-ply,181.44
197.31,111.13,88.9,M,Single-ply,192.78
292.5,182.5,97.2,M,Single-ply,255.0
132.5,97.5,87.3,M,Raw,175.0
154.22,83.91,92.35,M,Single-ply,165.56
124.74,74.84,59.51,M,Single-ply,154.22
177.5,122.5,83.5,F,Single-ply,152.5
117.5,50.0,66.95,F,Wraps,120.0
107.5,85.0,66.56,F,Raw,130.0
130.0,120.0,73.8,M,Wraps,180.0
105.0,60.0,70.5,F,Raw,132.5
130.0,87.5,58.96,M,Raw,140.0
205.0,132.5,116.44,M,Raw,240.0
192.78,117.93,133.81,M,Single-ply,170.1
102.5,62.5,63.1,F,Wraps,147.5
97.5,47.5,65.5,F,Single-ply,97.5
202.5,135.0,82.8,M,Raw,252.5
113.4,65.77,71.76,M,Single-ply,122.47
160.0,75.0,71.0,F,Raw,183.0
237.5,160.0,103.2,M,Raw,277.5
185.0,115.0,91.6,M,Single-ply,225.0
219.99,151.95,107.05,M,Wraps,233.6
290.0,180.0,110.0,M,Single-ply,270.0
225.0,140.0,90.9,M,Raw,265.0
152.5,110.0,73.75,M,Raw,200.0
245.0,200.0,88.9,M,Single-ply,245.0
192.5,170.0,89.7,M,Raw,250.0
161.03,106.59,84.37,M,Single-ply,147.42
149.69,90.72,103.96,M,Single-ply,145.15
282.5,150.0,81.6,F,Multi-ply,220.0
330.0,217.5,118.1,M,Single-ply,270.0
250.0,157.5,87.6,M,Single-ply,252.5
95.0,55.0,61.5,F,Single-ply,140.0
222.5,155.0,74.3,M,Wraps,237.5
156.49,102.06,64.95,M,Single-ply,156.49
185.0,125.0,110.2,M,Single-ply,180.0
180.0,135.0,80.7,M,Raw,235.0
163.29,120.2,149.23,M,Single-ply,172.37
113.4,49.9,49.76,M,Single-ply,115.67
217.5,137.5,119.35,M,Raw,245.0
200.0,147.5,95.8,M,Single-ply,220.0
170.0,127.5,98.3,M,Wraps,217.5
122.5,67.5,55.4,F,Single-ply,155.0
110.0,65.0,100.9,F,Raw,130.0
267.5,200.0,100.0,M,Single-ply,295.0
206.38,133.81,88.72,M,Raw,222.26
151.95,92.99,90.72,M,Single-ply,165.56
185.97,92.99,74.8,M,Single-ply,149.69
124.74,83.91,55.79,M,Single-ply,140.61
95.0,65.0,59.5,F,Raw,100.0
142.88,90.72,81.56,M,Raw,181.44
150.0,190.0,97.0,M,Single-ply,200.0
226.8,136.08,82.05,M,Single-ply,183.7
160.0,125.0,74.89,M,Raw,227.5
200.0,110.0,67.3,M,Single-ply,225.0
222.5,100.0,,M,Single-ply,245.0
162.5,125.0,79.51,M,Raw,192.5
242.67,147.42,126.46,M,Wraps,254.01
297.5,187.5,99.07,M,Wraps,305.0
197.5,152.5,81.2,M,Raw,255.0
215.46,117.93,108.73,M,Single-ply,263.08
150.0,77.5,81.01,F,Wraps,145.0
200.0,125.0,97.5,M,Single-ply,172.5
265.0,180.0,103.4,M,Raw,321.0
142.88,74.84,91.17,M,Single-ply,122.47
200.0,127.5,102.4,M,Raw,275.0
265.0,175.0,133.1,M,Single-ply,250.0
180.0,117.5,76.2,M,Single-ply,225.0
95.0,50.0,74.6,F,Raw,130.0
217.5,157.5,91.55,M,Raw,237.5
92.99,61.23,85.28,F,Raw,149.69
77.11,58.97,110.68,F,Raw,158.76
132.5,67.5,59.0,M,Raw,132.5
195.0,165.0,99.79,M,Wraps,190.0
245.0,155.0,79.55,M,Raw,305.0
160.0,122.5,72.7,M,Raw,242.5
136.08,92.99,55.07,M,Single-ply,154.22
167.5,82.5,64.9,F,Wraps,147.5
290.0,167.5,95.0,M,Single-ply,270.0
125.0,112.5,76.3,M,Raw,200.0
105.0,72.5,55.8,M,Single-ply,125.0
247.21,176.9,64.41,M,Multi-ply,254.01
151.95,104.33,65.82,M,Single-ply,151.95
135.0,85.0,92.76,F,Wraps,165.0
227.5,145.0,151.41,M,Raw,227.5
125.0,100.0,92.1,M,Raw,150.0
228.0,122.5,98.5,M,Raw,250.0
290.0,222.5,105.3,M,Single-ply,260.0
185.97,92.99,88.9,M,Single-ply,172.37
67.5,40.0,67.8,F,Raw,105.0
95.0,77.5,72.89,F,Raw,117.5
280.0,140.0,103.23,M,Raw,292.5
222.5,165.0,100.8,M,Raw,247.5
232.5,165.0,82.2,M,Raw,260.0
260.0,185.0,102.3,M,Raw,275.0
167.5,97.5,65.9,M,Raw,195.0
85.0,90.0,68.4,M,Raw,100.0
157.5,90.0,70.0,M,Raw,185.0
87.5,52.5,67.9,F,Raw,125.0
155.5,100.0,74.65,F,Single-ply,155.0
155.0,97.5,72.2,M,Raw,167.5
115.0,72.5,58.4,M,Raw,147.5
45.0,22.5,35.6,M,Single-ply,67.5
160.0,120.0,82.5,M,Wraps,175.0
100.0,47.5,55.6,F,Raw,102.5
185.97,97.52,109.77,M,Single-ply,183.7
220.0,182.5,88.6,M,Raw,272.5
195.04,117.93,88.63,M,Single-ply,208.65
102.5,62.5,60.0,F,Raw,125.0
185.97,102.06,50.71,M,Single-ply,170.1
272.5,177.5,135.0,M,Raw,285.0
215.0,170.0,89.4,M,Wraps,235.0
217.5,137.5,95.95,M,Single-ply,192.5
82.5,57.5,97.34,F,Wraps,125.0
267.5,175.0,132.7,M,Raw,285.0
142.88,97.52,68.22,M,Single-ply,167.83
161.03,92.99,87.36,M,Single-ply,179.17
92.5,47.5,66.0,F,Raw,137.5
192.5,102.5,107.2,M,Raw,200.0
70.0,45.0,45.7,F,Single-ply,92.5
120.0,87.5,60.0,M,Single-ply,132.5
295.0,185.0,100.0,M,Single-ply,270.0
235.0,160.0,89.4,M,Raw,280.0
287.5,180.0,108.77,M,Raw,315.0
115.0,60.0,54.6,F,Wraps,137.5
205.0,142.5,74.62,M,Raw,230.0
160.0,110.0,63.75,M,Raw,227.5
167.83,92.99,89.81,M,Single-ply,154.22
115.0,60.0,60.8,F,Raw,152.5
100.0,55.0,61.1,F,Raw,125.0
345.0,295.0,89.3,M,Single-ply,307.5
233.6,136.08,82.5,M,Single-ply,233.6
192.78,120.2,96.16,M,Single-ply,183.7
199.58,90.72,85.64,M,Raw,249.48
77.5,45.0,63.05,F,Wraps,137.5
152.5,105.0,81.01,M,Raw,227.5
53.0,35.0,69.4,F,Raw,77.5
219.99,131.54,88.9,M,Wraps,247.21
187.5,145.0,129.8,M,Raw,255.0
255.0,167.5,106.3,M,Wraps,255.0
206.38,129.27,89.72,M,Single-ply,213.19
245.0,132.5,82.1,M,Wraps,260.0
217.72,133.81,76.38,M,Single-ply,213.19
190.0,122.5,80.5,M,Wraps,205.0
172.5,97.5,70.7,F,Single-ply,185.0
230.0,127.5,80.4,M,Single-ply,190.0
272.5,202.5,121.79,M,Raw,285.0
210.0,167.5,98.8,M,Raw,272.5
185.0,127.5,73.9,M,Single-ply,200.0
102.5,60.0,67.0,F,Raw,135.0
210.0,167.5,92.9,M,Raw,230.0
190.0,117.5,69.9,M,Raw,215.0
149.69,92.99,65.59,M,Single-ply,147.42
102.5,47.5,50.4,F,Raw,145.0
249.48,142.88,87.82,M,Single-ply,226.8
79.38,52.16,75.0,M,Raw,129.27
110.0,70.0,71.45,F,Raw,135.0
115.67,86.18,87.54,M,Single-ply,149.69
106.59,77.11,54.88,M,Single-ply,140.61
210.92,113.4,65.68,M,Single-ply,201.85
207.5,152.5,96.1,M,Single-ply,245.0
199.58,145.15,92.53,M,Single-ply,226.8
210.0,145.0,103.0,M,Raw,237.5
165.0,112.5,74.4,M,Raw,222.5
206.4,133.8,81.1,M,Single-ply,233.6
256.28,163.29,84.01,M,Single-ply,231.33
92.99,56.7,61.23,M,Single-ply,102.06
183.7,154.22,80.38,M,Raw,208.65
120.0,52.5,59.5,F,Wraps,142.5
180.0,100.0,71.6,F,Raw,190.0
172.37,102.06,87.09,M,Single-ply,170.1
82.5,45.0,54.3,F,Raw,105.0
204.12,142.88,72.12,M,Single-ply,204.12
172.5,142.5,82.4,M,Raw,217.5
210.0,147.5,78.7,M,Raw,237.5
180.0,195.0,121.7,M,Single-ply,251.0
187.5,110.0,85.9,M,Raw,207.5
182.5,135.0,114.6,M,Raw,227.5
177.5,132.5,92.3,M,Raw,207.5
140.0,120.0,101.9,M,Raw,175.0
285.76,183.7,142.52,M,Single-ply,235.87
287.5,275.0,,M,Single-ply,250.0
175.0,110.0,66.0,M,Wraps,215.0
249.5,174.6,86.3,M,Raw,281.2
57.5,42.5,51.8,F,Single-ply,75.0
174.63,136.08,90.0,M,Raw,204.12
140.0,132.5,74.3,M,Raw,200.0
158.76,102.06,64.41,M,Single-ply,176.9
136.08,122.47,82.5,M,Raw,142.88
90.0,37.5,59.51,F,Raw,97.5
110.0,55.0,56.0,F,Single-ply,130.0
272.16,213.19,92.08,M,Single-ply,265.35
170.1,111.13,105.87,M,Single-ply,183.7
317.51,154.22,118.02,M,Multi-ply,276.69
230.0,140.0,89.15,M,Raw,260.0
190.0,130.0,74.9,M,Single-ply,190.0
294.84,183.7,119.66,M,Single-ply,226.8
257.5,165.0,91.95,M,Raw,325.0
272.5,177.5,89.5,M,Raw,322.5
130.0,52.5,76.1,F,Single-ply,140.0
310.0,167.5,82.4,M,Single-ply,300.0
175.0,105.0,81.35,M,Raw,215.0
125.0,72.5,59.87,M,Wraps,160.0
102.06,83.91,82.5,F,Wraps,124.74
232.5,125.0,82.1,M,Single-ply,290.0
92.5,60.0,110.8,F,Raw,155.0
100.0,105.0,64.5,M,Single-ply,130.0
220.0,150.0,105.1,M,Raw,245.0
57.5,45.0,75.8,F,Raw,97.5
92.5,52.5,57.95,F,Raw,145.0
102.5,50.0,62.6,F,Raw,125.0
60.0,42.5,74.5,F,Raw,97.5
238.14,172.37,87.82,M,Raw,242.67
230.0,110.0,155.25,F,Raw,227.5
170.1,104.33,106.78,M,Single-ply,181.44
197.31,120.2,104.14,M,Single-ply,215.46
132.5,70.0,51.5,F,Single-ply,132.5
290.0,175.0,81.82,M,Single-ply,305.0
170.0,105.0,75.0,M,Raw,220.0
204.12,127.01,97.52,M,Single-ply,217.72
132.5,85.0,104.2,F,Raw,137.5
130.0,80.0,80.6,M,Single-ply,130.0
258.55,167.83,109.77,M,Single-ply,219.99
200.0,140.0,89.9,M,Single-ply,220.0
162.5,122.5,130.82,M,Raw,175.0
102.5,47.5,66.6,F,Raw,120.0
182.34,89.81,81.42,F,Single-ply,182.34
212.5,120.0,73.91,M,Raw,200.0
247.5,132.5,73.8,M,Raw,240.0
300.0,195.0,113.2,M,Single-ply,285.0
152.5,80.0,85.9,M,Raw,187.5
160.0,80.0,47.66,F,Single-ply,152.5
205.0,182.5,98.25,M,Single-ply,250.0
240.4,136.08,69.9,M,Single-ply,215.46
107.5,55.0,50.3,F,Raw,152.5
190.51,99.79,74.39,M,Single-ply,174.63
272.5,200.0,91.3,M,Single-ply,262.5
220.0,130.0,107.45,M,Wraps,230.0
419.57,328.85,138.35,M,Multi-ply,306.17
145.15,74.84,65.14,M,Single-ply,176.9
122.5,75.0,70.6,F,Raw,165.0
197.5,135.0,66.9,M,Wraps,227.5
163.29,111.13,66.27,M,Single-ply,185.97
158.76,90.72,102.78,M,Single-ply,163.29
245.0,155.0,101.74,M,Raw,300.0
207.5,132.5,74.7,F,Single-ply,200.0
105.0,75.0,71.7,F,Raw,135.0
127.5,77.5,70.2,M,Raw,130.0
185.0,132.5,89.8,M,Single-ply,240.0
197.5,127.5,82.1,M,Raw,247.5
165.56,113.4,101.24,M,Single-ply,156.49
204.12,163.29,100.97,M,Wraps,204.12
147.5,107.5,93.7,M,Raw,235.0
265.0,197.5,109.8,M,Raw,292.5
145.0,117.5,70.5,M,Raw,177.5
112.5,57.5,61.2,F,Raw,140.0
300.0,185.0,94.4,M,Single-ply,290.0
205.0,205.0,102.15,M,Raw,245.0
127.5,47.5,70.1,F,Single-ply,125.0
97.52,56.7,56.61,M,Single-ply,136.08
270.0,222.5,131.5,M,Raw,265.0
125.0,105.0,93.49,M,Raw,180.0
225.0,132.5,80.5,M,Single-ply,245.0
167.5,142.5,98.0,M,Raw,202.5
183.7,102.06,81.37,M,Single-ply,204.12
204.12,124.74,72.39,M,Wraps,201.85
170.1,147.42,97.07,M,Wraps,206.38
200.0,145.0,66.5,M,Single-ply,200.0
192.5,132.5,89.8,M,Single-ply,177.5
282.5,162.5,154.0,M,Wraps,262.5
170.1,115.67,69.49,M,Single-ply,210.92
195.0,112.5,87.95,M,Raw,217.5
160.0,117.5,80.2,M,Raw,215.0
235.0,122.5,95.6,M,Single-ply,240.0
165.0,145.0,67.5,M,Single-ply,172.5
162.5,97.5,84.4,M,Raw,197.5
205.0,130.0,110.4,M,Raw,245.0
240.0,130.0,94.9,M,Wraps,252.5
150.0,120.0,86.1,M,Single-ply,150.0
220.0,172.5,127.5,M,Raw,242.5
222.26,145.15,116.57,M,Single-ply,204.12
328.85,226.8,99.79,M,Single-ply,272.16
170.0,110.0,80.47,M,Raw,210.0
190.0,125.0,88.4,M,Single-ply,202.5
250.0,170.0,81.8,M,Raw,290.0
192.5,105.0,80.47,M,Wraps,197.5
72.5,35.0,65.5,F,Single-ply,90.0
105.0,50.0,62.5,M,Raw,130.0
240.4,149.69,98.88,M,Single-ply,222.26
202.5,132.5,89.0,M,Raw,212.5
42.5,32.5,60.0,F,Single-ply,67.5
172.5,107.5,88.4,M,Raw,207.5
135.0,70.0,59.6,F,Raw,137.5
215.0,147.5,119.0,M,Raw,300.0
204.12,127.01,121.29,M,Single-ply,229.06
290.0,165.0,99.9,M,Raw,295.0
226.8,127.01,97.34,M,Single-ply,233.6
117.5,80.0,65.7,M,Raw,147.5
270.0,232.5,116.1,M,Single-ply,300.0
215.0,137.5,73.8,M,Raw,265.0
95.0,75.5,81.2,F,Raw,142.5
280.0,187.5,110.9,M,Single-ply,235.0
185.0,110.0,79.5,M,Raw,227.5
179.17,111.13,100.61,M,Single-ply,192.78
230.0,135.0,115.9,M,Wraps,260.0
237.5,135.0,73.3,M,Raw,265.0
394.63,260.82,109.77,M,Multi-ply,322.05
137.5,80.0,72.94,M,Raw,142.5
250.0,185.0,122.8,M,Wraps,320.0
117.48,69.97,90.0,F,Single-ply,124.96
258.55,145.15,104.19,M,Single-ply,206.38
250.0,147.5,87.36,M,Single-ply,235.0
142.5,60.0,68.8,F,Single-ply,137.5
204.12,117.93,83.01,M,Single-ply,192.78
65.0,65.0,88.34,M,Single-ply,247.5
115.0,70.0,67.04,F,Raw,142.5
197.5,140.0,108.65,M,Raw,235.0
62.5,70.0,110.0,M,Single-ply,202.5
277.5,177.5,102.44,M,Raw,315.0
175.0,115.0,79.6,M,Single-ply,180.0
92.5,32.5,61.35,F,Wraps,92.5
170.0,130.0,90.0,M,Single-ply,180.0
190.51,122.47,65.14,M,Single-ply,185.97
197.5,132.5,87.5,M,Raw,185.0
224.53,136.08,116.12,M,Single-ply,204.12
99.79,52.16,50.71,M,Single-ply,113.4
240.4,136.08,90.72,M,Single-ply,226.8
212.5,145.0,124.28,M,Wraps,220.0
130.0,87.5,72.67,F,Wraps,150.0
110.0,55.0,73.48,F,Raw,105.0
79.38,56.7,55.79,M,Single-ply,86.18
240.4,145.15,135.71,M,Single-ply,238.14
215.46,127.01,73.57,M,Single-ply,208.65
133.81,68.04,51.26,M,Single-ply,133.81
145.15,102.06,66.22,M,Single-ply,142.88
170.0,115.0,65.0,M,Single-ply,170.0
115.0,55.0,55.1,F,Single-ply,130.0
75.0,40.0,175.5,F,Raw,97.5
130.0,77.5,65.4,F,Raw,140.0
215.0,160.0,98.2,M,Raw,215.0
157.5,152.5,97.97,M,Raw,215.0
240.0,165.0,89.9,M,Single-ply,232.5
167.5,110.0,73.8,M,Raw,217.5
97.5,47.5,71.6,F,Raw,110.0
192.5,135.0,89.95,M,Raw,250.0
160.0,112.5,60.0,M,Single-ply,192.5
272.5,157.5,93.15,M,Raw,300.0
190.0,115.0,81.8,M,Raw,212.5
87.5,55.0,55.2,F,Single-ply,127.5
340.0,245.0,120.11,M,Wraps,280.0
192.5,140.0,58.48,M,Raw,207.5
122.5,50.0,81.1,F,Raw,140.0
160.0,107.5,80.82,M,Raw,210.0
160.0,102.5,75.3,M,Wraps,220.0
195.0,132.5,75.0,M,Single-ply,210.0
195.0,145.0,89.4,M,Raw,250.0
135.0,100.0,100.3,M,Raw,165.0
130.0,65.0,69.1,M,Raw,135.0
200.0,130.0,89.0,M,Raw,232.5
277.5,177.5,82.3,M,Single-ply,305.0
115.0,60.0,82.16,F,Raw,150.0
210.92,158.76,60.0,F,Multi-ply,165.56
75.0,47.5,80.1,F,Raw,100.0
188.24,104.33,115.39,M,Single-ply,197.31
260.0,207.5,103.4,M,Single-ply,180.0
115.0,55.0,81.1,F,Raw,137.5
188.24,151.95,98.52,M,Raw,249.48
197.31,102.06,82.19,M,Single-ply,188.24
190.51,147.42,88.36,M,Raw,206.38
160.0,117.5,88.18,M,Raw,180.0
175.0,105.0,73.9,M,Raw,200.0
152.5,95.0,82.5,M,Single-ply,182.5
125.0,80.0,61.24,F,Single-ply,120.0
104.33,65.77,52.0,F,Wraps,113.4
207.5,102.5,89.5,M,Raw,255.0
230.0,142.5,81.75,M,Raw,275.0
202.5,142.5,66.6,M,Single-ply,255.0
140.61,74.84,60.65,M,Single-ply,136.08
195.0,130.0,139.6,M,Single-ply,182.5
140.0,85.0,94.6,F,Raw,177.5
70.0,52.5,62.3,F,Raw,102.5
351.53,249.48,89.81,M,Multi-ply,272.16
200.0,122.5,102.2,M,Raw,195.0
190.0,125.0,105.0,M,Single-ply,180.0
165.56,99.79,96.75,M,Single-ply,170.1
172.37,92.99,96.62,M,Single-ply,142.88
187.5,110.0,85.8,M,Raw,235.0
158.76,86.18,69.49,M,Single-ply,151.95
65.0,47.5,51.3,F,Raw,80.0
232.5,145.0,104.65,M,Raw,250.0
172.37,102.06,77.02,M,Single-ply,195.04
95.0,52.5,63.41,F,Raw,117.5
150.0,62.5,70.41,F,Raw,155.0
97.5,60.0,56.3,F,Raw,125.0
242.5,135.0,75.0,M,Single-ply,247.5
172.5,117.5,99.23,F,Single-ply,175.0
183.7,133.81,107.5,M,Raw,240.4
87.5,62.5,57.4,F,Raw,125.0
150.0,102.5,98.7,M,Single-ply,165.0
328.85,172.37,137.44,M,Single-ply,274.42
227.5,150.0,106.32,M,Raw,227.5
100.0,47.5,46.4,F,Raw,130.0
127.5,77.5,80.5,M,Raw,155.0
245.0,165.0,92.7,M,Raw,305.0
267.5,175.0,82.4,M,Single-ply,257.5
175.0,112.5,84.46,M,Raw,205.0
190.0,110.0,92.15,M,Raw,200.0
181.44,115.67,79.92,M,Raw,226.8
233.6,170.1,118.84,M,Single-ply,197.31
80.0,50.0,60.0,M,Single-ply,102.5
207.5,137.5,83.01,M,Raw,272.5
147.42,74.84,50.71,M,Single-ply,151.95
285.0,172.5,89.4,M,Single-ply,290.0
187.5,115.0,95.7,M,Raw,230.0
90.0,42.5,64.0,F,Single-ply,102.5
200.0,152.5,119.4,M,Single-ply,250.0
102.5,60.0,54.3,F,Raw,140.0
81.65,70.31,67.5,M,Single-ply,124.74
160.0,102.5,130.9,M,Raw,200.0
115.0,85.0,56.68,F,Raw,130.0
105.0,25.0,106.8,M,Raw,25.0
220.0,130.0,81.0,M,Single-ply,260.0
147.42,124.74,67.22,M,Wraps,190.51
252.5,147.5,90.8,M,Raw,250.0
175.0,105.0,82.5,M,Single-ply,185.0
205.0,142.5,100.9,M,Raw,252.5
249.48,156.49,124.4,M,Wraps,244.94
226.8,136.08,94.66,M,Single-ply,206.38
260.0,180.0,147.1,M,Raw,280.0
136.08,81.65,58.69,M,Single-ply,145.15
142.88,83.91,120.2,M,Single-ply,149.69
145.0,90.0,78.3,M,Single-ply,205.0
145.0,107.5,79.9,M,Single-ply,190.0
260.0,180.0,82.6,M,Raw,287.5
210.0,182.5,111.04,M,Raw,220.0
181.44,122.47,74.93,F,Wraps,204.12
188.24,79.38,99.88,F,Wraps,183.7
322.05,124.74,98.61,M,Wraps,256.28
182.5,137.5,85.35,M,Single-ply,190.0
260.0,200.0,119.2,M,Raw,250.0
172.5,87.5,67.5,M,Single-ply,200.0
220.0,95.0,101.3,F,Wraps,182.5
240.0,140.0,97.9,M,Raw,240.0
100.0,75.0,64.59,F,Raw,115.0
142.88,72.57,49.99,M,Single-ply,151.95
170.0,125.0,95.4,M,Raw,212.5
215.0,137.5,86.5,M,Raw,232.5
